L1,L2,Spherical,Coma,Astig,CLon,EFFL_mm,MS_d,GEO_over_Airy,RMS_over_Airy,GEO_R_avg_mm,RMS_R_avg_mm,EE_info,source_file,source_path,EE1,EE2,EE3,EE4
FK51,F3,-19.21,-9.01,11.74,12.98,9127.204666,-1.91064e-05,36.67,19.47,81.657804,43.354804,"[18.396871168950863, 34.57422616561118, 34.57106076374325, 53.44435593802765]",metrics_FK51_F3.txt,Results\metrics_FK51_F3.txt,18.396871168950863,34.57422616561118,34.57106076374325,53.44435593802765
FK51,F8,-20.12,-8.77,13.09,16.27,9127.202647,-1.72276e-05,48.86,25.54,108.800759,56.870401,"[27.266525164631126, 47.93580826823017, 48.03998635674567, 73.1713676549652]",metrics_FK51_F8.txt,Results\metrics_FK51_F8.txt,27.266525164631126,47.93580826823017,48.03998635674567,73.1713676549652
FK51,F8HT,-20.12,-8.77,13.1,16.22,9127.202657,-1.93128e-05,46.52,24.15,103.579823,53.774507,"[28.857030695614856, 44.45500705076641, 44.015512430301214, 67.59170785627803]",metrics_FK51_F8HT.txt,Results\metrics_FK51_F8HT.txt,28.857030695614856,44.45500705076641,44.015512430301214,67.59170785627803
FK51,LZ_F1,-18.26,-9.03,11.08,13.38,9127.1901,-1.9115e-05,35.83,19.15,79.778429,42.647475,"[18.24180876813177, 34.252472088747695, 34.292000645270186, 52.59973383250606]",metrics_FK51_LZ_F1.txt,Results\metrics_FK51_LZ_F1.txt,18.24180876813177,34.252472088747695,34.292000645270186,52.59973383250606
FK51,LZ_F8,-19.96,-9.28,12.47,11.45,9127.19202,-1.96012e-05,38.99,22.62,86.811917,50.371793,"[27.06671718653684, 44.790149011302724, 44.985298820491984, 62.724400821377415]",metrics_FK51_LZ_F8.txt,Results\metrics_FK51_LZ_F8.txt,27.06671718653684,44.790149011302724,44.985298820491984,62.724400821377415
FK51,PBM11,-19.99,-9.23,12.58,11.87,9127.190967,-2.46953e-05,43.75,25.68,97.413615,57.181488,"[21.75491857929773, 53.84859701727865, 53.90826379061186, 75.67558767939414]",metrics_FK51_PBM11.txt,Results\metrics_FK51_PBM11.txt,21.75491857929773,53.84859701727865,53.90826379061186,75.67558767939414
FK51,PBM18Y,-20.18,-8.78,13.15,15.74,9127.202628,-1.96768e-05,45.37,23.11,101.014814,51.460294,"[28.412087446555077, 40.935438737908605, 41.11252667340022, 62.71025885242473]",metrics_FK51_PBM18Y.txt,Results\metrics_FK51_PBM18Y.txt,28.412087446555077,40.935438737908605,41.11252667340022,62.71025885242473
FK51,PBM2Y,-19.83,-9.09,12.26,12.43,9127.204457,-1.76802e-05,37.21,20.32,82.848114,45.243984,"[19.97419612221396, 39.23376592870716, 39.060499634922905, 56.83208564175884]",metrics_FK51_PBM2Y.txt,Results\metrics_FK51_PBM2Y.txt,19.97419612221396,39.23376592870716,39.060499634922905,56.83208564175884
FK51,PBM3,-18.25,-9.03,11.07,13.53,9127.190102,-1.83992e-05,36.18,18.98,80.563304,42.271142,"[18.837574438313613, 34.23142717327623, 34.42338675089697, 51.22292147602997]",metrics_FK51_PBM3.txt,Results\metrics_FK51_PBM3.txt,18.837574438313613,34.23142717327623,34.42338675089697,51.22292147602997
FK51,PBM8Y,-20.11,-8.77,13.08,16.32,9127.202657,-1.92103e-05,46.85,24.45,104.325012,54.437122,"[28.775495403388593, 45.06341650328932, 44.399441378268634, 69.14554309421263]",metrics_FK51_PBM8Y.txt,Results\metrics_FK51_PBM8Y.txt,28.775495403388593,45.06341650328932,44.399441378268634,69.14554309421263
FK51,SF7,-18.09,-9.74,8.74,9.65,9127.194473,-7.46536e-06,40.8,24.48,90.847949,54.510994,"[11.385400798343506, 52.119130436072595, 52.86543522158325, 72.03224796708861]",metrics_FK51_SF7.txt,Results\metrics_FK51_SF7.txt,11.385400798343506,52.119130436072595,52.86543522158325,72.03224796708861
FK52,ADF355,-14.68,-9.31,5.0,20.37,9127.218223,1.32308e-05,59.14,26.99,131.685539,60.099592,"[43.198073575116126, 38.9494616555947, 39.15975228926182, 40.83274152525037]",metrics_FK52_ADF355.txt,Results\metrics_FK52_ADF355.txt,43.198073575116126,38.9494616555947,39.15975228926182,40.83274152525037
FK52,BAFD1,-17.09,-9.03,9.69,18.11,9127.193844,-3.93446e-06,43.32,25.43,96.453893,56.62086,"[27.493323379434997, 53.624649522054625, 53.52473452396447, 74.70780159506121]",metrics_FK52_BAFD1.txt,Results\metrics_FK52_BAFD1.txt,27.493323379434997,53.624649522054625,53.52473452396447,74.70780159506121
FK52,BAFD3,-16.95,-8.8,9.89,19.56,9127.189039,-6.75586e-06,54.99,28.92,122.443729,64.385097,"[32.89889714917803, 54.89448370131787, 54.9023458474565, 86.86934043900511]",metrics_FK52_BAFD3.txt,Results\metrics_FK52_BAFD3.txt,32.89889714917803,54.89448370131787,54.9023458474565,86.86934043900511
FK52,C04-38,-17.0,-8.83,10.0,17.04,9127.188278,-1.3499e-05,43.77,24.34,97.463653,54.198237,"[22.178503638569598, 48.89855504100946, 48.80071428661192, 71.26154081964296]",metrics_FK52_C04-38.txt,Results\metrics_FK52_C04-38.txt,22.178503638569598,48.89855504100946,48.80071428661192,71.26154081964296
FK52,C20-36,-19.78,-9.09,12.21,14.52,9127.204451,-1.25047e-05,37.63,19.11,83.786836,42.56085,"[18.16690074677777, 33.53437088307649, 33.833321883493554, 52.84311002233733]",metrics_FK52_C20-36.txt,Results\metrics_FK52_C20-36.txt,18.16690074677777,33.53437088307649,33.833321883493554,52.84311002233733
FK52,C26-36,-19.78,-9.28,12.28,13.5,9127.192314,-1.6386e-05,37.45,20.02,83.380612,44.57114,"[17.017119524526617, 37.88650257150732, 37.65835312119053, 55.22306344004705]",metrics_FK52_C26-36.txt,Results\metrics_FK52_C26-36.txt,17.017119524526617,37.88650257150732,37.65835312119053,55.22306344004705
FK52,C37-35,-17.89,-9.69,8.61,13.06,9127.194566,-6.4988e-06,36.75,20.38,81.821262,45.383936,"[12.189927040354487, 42.9875352348777, 42.84895671838706, 57.82044647792179]",metrics_FK52_C37-35.txt,Results\metrics_FK52_C37-35.txt,12.189927040354487,42.9875352348777,42.84895671838706,57.82044647792179
FK52,E-F1,-19.77,-9.28,12.28,13.56,9127.192306,-1.45819e-05,37.5,19.41,83.507208,43.221576,"[17.77825348463075, 34.415037922156415, 34.42909386118227, 52.68746756772747]",metrics_FK52_E-F1.txt,Results\metrics_FK52_E-F1.txt,17.77825348463075,34.415037922156415,34.42909386118227,52.68746756772747
FK52,E-F3,-18.32,-9.03,11.14,15.54,9127.18995,-1.3568e-05,42.06,20.92,93.641759,46.588909,"[23.21676293778874, 37.61871576924453, 37.78725936800828, 52.39516946978502]",metrics_FK52_E-F3.txt,Results\metrics_FK52_E-F3.txt,23.21676293778874,37.61871576924453,37.78725936800828,52.39516946978502
FK52,F11,-19.93,-9.23,12.52,14.01,9127.19098,-2.24749e-05,38.43,22.34,85.577207,49.733688,"[20.11872752117411, 46.17891692837776, 46.0479227380468, 61.60773099508843]",metrics_FK52_F11.txt,Results\metrics_FK52_F11.txt,20.11872752117411,46.17891692837776,46.0479227380468,61.60773099508843
FK52,F14HT,-16.61,-8.78,9.63,17.25,9127.188207,-1.29499e-05,44.75,24.95,99.635101,55.544923,"[21.459796869972834, 51.882891734152906, 51.789359275524816, 72.67684733080081]",metrics_FK52_F14HT.txt,Results\metrics_FK52_F14HT.txt,21.459796869972834,51.882891734152906,51.789359275524816,72.67684733080081
FK52,F2HT,-19.78,-9.09,12.21,14.61,9127.204462,-1.2382e-05,37.77,19.11,84.108077,42.549038,"[18.407321361073855, 33.80687900453904, 33.744038998734936, 51.266772903142524]",metrics_FK52_F2HT.txt,Results\metrics_FK52_F2HT.txt,18.407321361073855,33.80687900453904,33.744038998734936,51.266772903142524
FK52,F3,-19.18,-9.01,11.71,15.0,9127.204674,-1.66712e-05,39.45,19.53,87.838851,43.481701,"[22.681793922640455, 35.81909376321008, 35.518553524944835, 46.45682900151123]",metrics_FK52_F3.txt,Results\metrics_FK52_F3.txt,22.681793922640455,35.81909376321008,35.518553524944835,46.45682900151123
FK52,F8,-19.58,-8.73,12.58,18.26,9127.202328,-1.13719e-05,55.53,28.67,123.651883,63.842756,"[23.610151488859525, 54.63782932700319, 54.57039000387769, 86.62202535802689]",metrics_FK52_F8.txt,Results\metrics_FK52_F8.txt,23.610151488859525,54.63782932700319,54.57039000387769,86.62202535802689
FK52,F8HT,-19.58,-8.73,12.59,18.22,9127.202329,-1.35864e-05,52.44,28.25,116.767198,62.895933,"[24.202210179218532, 57.21076543984917, 57.45013119879687, 83.50894709517215]",metrics_FK52_F8HT.txt,Results\metrics_FK52_F8HT.txt,24.202210179218532,57.21076543984917,57.45013119879687,83.50894709517215
FK52,LZ_F1,-18.32,-9.03,11.14,15.39,9127.189963,-1.70071e-05,39.61,19.86,88.185642,44.222606,"[23.08300700244701, 36.818396046484544, 36.29879281949075, 45.718610414571515]",metrics_FK52_LZ_F1.txt,Results\metrics_FK52_LZ_F1.txt,23.08300700244701,36.818396046484544,36.29879281949075,45.718610414571515
FK52,LZ_F8,-19.89,-9.28,12.4,13.51,9127.192028,-1.73251e-05,37.63,20.37,83.78625,45.350806,"[17.627399407567744, 39.33533189347149, 38.76962066388541, 56.50922241209486]",metrics_FK52_LZ_F8.txt,Results\metrics_FK52_LZ_F8.txt,17.627399407567744,39.33533189347149,38.76962066388541,56.50922241209486
FK52,PBM11,-19.74,-9.22,12.35,13.93,9127.191152,-2.22675e-05,38.33,22.32,85.339804,49.688541,"[19.917516290297314, 46.32104471756435, 46.372280067563494, 61.792501580235786]",metrics_FK52_PBM11.txt,Results\metrics_FK52_PBM11.txt,19.917516290297314,46.32104471756435,46.372280067563494,61.792501580235786
FK52,PBM18Y,-20.44,-8.89,13.54,17.72,9127.192907,-1.56353e-05,51.25,27.85,114.10669,62.021332,"[26.420814240079302, 54.523123812002964, 54.123097807322125, 81.6183462557116]",metrics_FK52_PBM18Y.txt,Results\metrics_FK52_PBM18Y.txt,26.420814240079302,54.523123812002964,54.123097807322125,81.6183462557116
FK52,PBM2Y,-19.79,-9.09,12.22,14.47,9127.204467,-1.27208e-05,37.56,19.15,83.63048,42.637053,"[18.02717668382953, 33.82937611860277, 33.899795425663626, 53.74522738011436]",metrics_FK52_PBM2Y.txt,Results\metrics_FK52_PBM2Y.txt,18.02717668382953,33.82937611860277,33.899795425663626,53.74522738011436
FK52,PBM3,-18.31,-9.03,11.13,15.54,9127.189963,-1.63784e-05,40.09,20.0,89.268496,44.525567,"[23.717241149842096, 36.45605391149932, 36.288229687246925, 46.936132696695125]",metrics_FK52_PBM3.txt,Results\metrics_FK52_PBM3.txt,23.717241149842096,36.45605391149932,36.288229687246925,46.936132696695125
FK52,PBM8Y,-19.57,-8.73,12.57,18.31,9127.202334,-1.34626e-05,52.93,28.39,117.844538,63.223834,"[24.10501005038072, 57.78361474714745, 57.430458726797646, 84.22948633717675]",metrics_FK52_PBM8Y.txt,Results\metrics_FK52_PBM8Y.txt,24.10501005038072,57.78361474714745,57.430458726797646,84.22948633717675
FK52,SF7,-18.01,-9.75,8.64,11.83,9127.194395,-4.90194e-06,37.66,21.21,83.855238,47.236517,"[9.49390765959238, 45.2084045317692, 44.947950955942986, 59.89727810177879]",metrics_FK52_SF7.txt,Results\metrics_FK52_SF7.txt,9.49390765959238,45.2084045317692,44.947950955942986,59.89727810177879
FPL51,ADF355,-8.24,-9.23,-1.04,20.4,9127.198073,1.91827e-05,50.72,27.44,112.924201,61.101801,"[39.14226660930674, 46.4529381601207, 46.33449427904141, 50.078917100767555]",metrics_FPL51_ADF355.txt,Results\metrics_FPL51_ADF355.txt,39.14226660930674,46.4529381601207,46.33449427904141,50.078917100767555
FPL51,BAFD1,-20.61,-8.97,13.65,18.1,9127.193084,-1.82683e-05,49.45,26.07,110.104371,58.041648,"[28.64498219503755, 48.30377362011144, 48.03161786431893, 74.28287540135719]",metrics_FPL51_BAFD1.txt,Results\metrics_FPL51_BAFD1.txt,28.64498219503755,48.30377362011144,48.03161786431893,74.28287540135719
FPL51,BAFD3,-15.55,-9.26,5.82,20.09,9127.201336,4.45814e-06,47.21,25.61,105.109961,57.032195,"[37.56877313547635, 51.25478768734922, 51.12000405965982, 70.74352502625257]",metrics_FPL51_BAFD3.txt,Results\metrics_FPL51_BAFD3.txt,37.56877313547635,51.25478768734922,51.12000405965982,70.74352502625257
FPL51,C04-38,-13.77,-9.37,3.78,17.34,9127.185264,2.70079e-06,34.48,20.61,76.769584,45.894149,"[26.685982597889083, 45.05224807313703, 45.24084168394738, 55.514233833332824]",metrics_FPL51_C04-38.txt,Results\metrics_FPL51_C04-38.txt,26.685982597889083,45.05224807313703,45.24084168394738,55.514233833332824
FPL51,C20-36,-21.39,-9.0,14.5,14.59,9127.191124,-2.39748e-05,41.93,20.93,93.37101,46.595602,"[23.518783323783452, 35.74386894682951, 34.58127967624512, 54.102976141086096]",metrics_FPL51_C20-36.txt,Results\metrics_FPL51_C20-36.txt,23.518783323783452,35.74386894682951,34.58127967624512,54.102976141086096
FPL51,C26-36,-20.62,-9.03,13.65,13.64,9127.193683,-2.37346e-05,39.36,20.82,87.63296,46.36547,"[23.120878679566026, 37.0722780907616, 37.16991232887145, 57.059422555844606]",metrics_FPL51_C26-36.txt,Results\metrics_FPL51_C26-36.txt,23.120878679566026,37.0722780907616,37.16991232887145,57.059422555844606
FPL51,C37-35,-19.03,-8.97,11.71,13.25,9127.205534,-1.97407e-05,36.62,19.91,81.539519,44.333772,"[18.717916302948225, 37.54599917550689, 37.643049320018875, 55.836404736717576]",metrics_FPL51_C37-35.txt,Results\metrics_FPL51_C37-35.txt,18.717916302948225,37.54599917550689,37.643049320018875,55.836404736717576
FPL51,E-F1,-20.81,-8.95,13.65,13.69,9127.202531,-2.13657e-05,39.55,20.25,88.071397,45.081637,"[21.15942310459723, 34.449312487769205, 35.12864424650847, 55.15931353458168]",metrics_FPL51_E-F1.txt,Results\metrics_FPL51_E-F1.txt,21.15942310459723,34.449312487769205,35.12864424650847,55.15931353458168
FPL51,E-F3,-16.66,-10.23,4.97,16.31,9127.200653,6.53548e-06,41.11,20.24,91.547522,45.074783,"[25.634901072512708, 41.31731840445952, 41.63491886733778, 46.2648498692622]",metrics_FPL51_E-F3.txt,Results\metrics_FPL51_E-F3.txt,25.634901072512708,41.31731840445952,41.63491886733778,46.2648498692622
FPL51,F11,-21.28,-9.01,14.36,14.11,9127.191662,-2.73767e-05,40.25,23.06,89.613585,51.337592,"[27.237391656531035, 44.4111869986362, 44.571065131843, 63.0823045933157]",metrics_FPL51_F11.txt,Results\metrics_FPL51_F11.txt,27.237391656531035,44.4111869986362,44.571065131843,63.0823045933157
FPL51,F14HT,-13.71,-9.85,3.0,17.8,9127.187661,4.20849e-06,35.33,21.55,78.674572,47.990194,"[26.473266416887796, 48.17835279440979, 48.55794556105448, 60.00582462131435]",metrics_FPL51_F14HT.txt,Results\metrics_FPL51_F14HT.txt,26.473266416887796,48.17835279440979,48.55794556105448,60.00582462131435
FPL51,F2HT,-21.39,-9.0,14.5,14.68,9127.191103,-2.38688e-05,42.11,20.93,93.758567,46.610806,"[23.761316882791277, 35.50880104092815, 35.382158798605666, 54.351221472920294]",metrics_FPL51_F2HT.txt,Results\metrics_FPL51_F2HT.txt,23.761316882791277,35.50880104092815,35.382158798605666,54.351221472920294
FPL51,F3,-19.8,-8.77,12.89,15.15,9127.203675,-2.02133e-05,41.76,20.53,92.976687,45.703411,"[24.649253403688803, 35.837416579251, 34.672056625970995, 48.2908804803447]",metrics_FPL51_F3.txt,Results\metrics_FPL51_F3.txt,24.649253403688803,35.837416579251,34.672056625970995,48.2908804803447
FPL51,F8,-16.82,-10.07,5.59,19.39,9127.185433,6.53335e-06,50.71,23.19,112.90315,51.63632,"[36.172853104595504, 42.53444680679044, 42.62556009150062, 43.45401386236999]",metrics_FPL51_F8.txt,Results\metrics_FPL51_F8.txt,36.172853104595504,42.53444680679044,42.62556009150062,43.45401386236999
FPL51,F8HT,-16.81,-10.08,5.58,19.34,9127.185438,3.65472e-06,45.9,22.37,102.200792,49.818993,"[34.307013141345436, 44.68803039010123, 44.51432279696826, 47.96807094289808]",metrics_FPL51_F8HT.txt,Results\metrics_FPL51_F8HT.txt,34.307013141345436,44.68803039010123,44.51432279696826,47.96807094289808
FPL51,LZ_F1,-16.7,-10.24,5.0,16.13,9127.200649,2.59328e-06,39.54,20.6,88.042176,45.866157,"[21.038455877448726, 45.37138819805155, 45.25070323894673, 53.05036040664643]",metrics_FPL51_LZ_F1.txt,Results\metrics_FPL51_LZ_F1.txt,21.038455877448726,45.37138819805155,45.25070323894673,53.05036040664643
FPL51,LZ_F8,-20.9,-9.04,13.92,13.64,9127.193266,-2.50123e-05,39.75,21.27,88.518024,47.352785,"[25.35691449355268, 38.61251667308272, 38.57986547562042, 58.27495639583906]",metrics_FPL51_LZ_F8.txt,Results\metrics_FPL51_LZ_F8.txt,25.35691449355268,38.61251667308272,38.57986547562042,58.27495639583906
FPL51,PBM11,-21.23,-9.01,14.32,14.02,9127.191714,-2.73882e-05,40.29,23.11,89.709699,51.4568,"[27.586641861895448, 44.62229828291759, 44.5304688879026, 63.52558607220422]",metrics_FPL51_PBM11.txt,Results\metrics_FPL51_PBM11.txt,27.586641861895448,44.62229828291759,44.5304688879026,63.52558607220422
FPL51,PBM18Y,-17.06,-10.1,5.77,18.8,9127.185032,3.03475e-06,44.5,21.75,99.090167,48.439964,"[33.272901725214766, 43.75231991916222, 43.86795778207341, 46.885034477067904]",metrics_FPL51_PBM18Y.txt,Results\metrics_FPL51_PBM18Y.txt,33.272901725214766,43.75231991916222,43.86795778207341,46.885034477067904
FPL51,PBM2Y,-21.4,-9.0,14.51,14.55,9127.191123,-2.41846e-05,41.85,20.96,93.188395,46.662592,"[23.37935222605567, 35.83668256232977, 34.36490389274341, 54.97437910236353]",metrics_FPL51_PBM2Y.txt,Results\metrics_FPL51_PBM2Y.txt,23.37935222605567,35.83668256232977,34.36490389274341,54.97437910236353
FPL51,PBM3,-16.66,-10.23,4.97,16.3,9127.20066,3.25575e-06,39.75,20.42,88.515661,45.474156,"[22.155215553033717, 44.89462782846247, 44.87759423124487, 52.00926214305689]",metrics_FPL51_PBM3.txt,Results\metrics_FPL51_PBM3.txt,22.155215553033717,44.89462782846247,44.87759423124487,52.00926214305689
FPL51,PBM8Y,-16.83,-10.07,5.6,19.45,9127.185444,3.8031e-06,46.69,22.55,103.963796,50.210685,"[34.71710427947183, 45.13121688193619, 45.18093870789345, 48.03883185798203]",metrics_FPL51_PBM8Y.txt,Results\metrics_FPL51_PBM8Y.txt,34.71710427947183,45.13121688193619,45.18093870789345,48.03883185798203
FPL51,SF7,-8.37,-9.9,-1.75,12.05,9127.197763,7.33074e-06,38.09,22.79,84.815852,50.740111,"[6.513623308793015, 50.36394005048037, 50.00221463753762, 74.97627564435277]",metrics_FPL51_SF7.txt,Results\metrics_FPL51_SF7.txt,6.513623308793015,50.36394005048037,50.00221463753762,74.97627564435277
H-FK61,ADF355,-8.23,-9.23,-1.04,20.43,9127.198077,1.91816e-05,50.38,27.3,112.185916,60.779469,"[38.96057468705382, 46.29873832503755, 46.25180723594548, 49.91168186771182]",metrics_H-FK61_ADF355.txt,Results\metrics_H-FK61_ADF355.txt,38.96057468705382,46.29873832503755,46.25180723594548,49.91168186771182
H-FK61,BAFD1,-20.62,-8.97,13.65,18.13,9127.19308,-1.82146e-05,49.33,25.97,109.847109,57.826316,"[28.606906635156253, 47.961212374536395, 47.60553864936254, 73.77970289815417]",metrics_H-FK61_BAFD1.txt,Results\metrics_H-FK61_BAFD1.txt,28.606906635156253,47.961212374536395,47.60553864936254,73.77970289815417
H-FK61,BAFD3,-15.54,-9.26,5.81,20.13,9127.201334,4.47318e-06,46.85,25.49,104.324191,56.755166,"[37.3325577870629, 51.14046808974631, 51.11931668380434, 70.73498320198709]",metrics_H-FK61_BAFD3.txt,Results\metrics_H-FK61_BAFD3.txt,37.3325577870629,51.14046808974631,51.11931668380434,70.73498320198709
H-FK61,C04-38,-13.77,-9.37,3.77,17.38,9127.185409,2.73052e-06,34.36,20.48,76.512534,45.60641,"[26.501465438549847, 44.951096662913955, 45.04429569508984, 55.024252289971884]",metrics_H-FK61_C04-38.txt,Results\metrics_H-FK61_C04-38.txt,26.501465438549847,44.951096662913955,45.04429569508984,55.024252289971884
H-FK61,C20-36,-21.4,-9.0,14.5,14.62,9127.191121,-2.39561e-05,41.84,20.91,93.155083,46.555626,"[23.393544198380354, 35.831401901668045, 34.28439882667407, 54.978493488187524]",metrics_H-FK61_C20-36.txt,Results\metrics_H-FK61_C20-36.txt,23.393544198380354,35.831401901668045,34.28439882667407,54.978493488187524
H-FK61,C26-36,-20.58,-9.03,13.61,13.67,9127.193703,-2.36534e-05,39.29,20.81,87.488116,46.346185,"[23.341199904001776, 37.19637601582704, 37.370739226832946, 56.659694324980876]",metrics_H-FK61_C26-36.txt,Results\metrics_H-FK61_C26-36.txt,23.341199904001776,37.19637601582704,37.370739226832946,56.659694324980876
H-FK61,C37-35,-19.04,-8.97,11.72,13.28,9127.205537,-1.97434e-05,36.64,19.95,81.585109,44.410377,"[18.72178245448616, 38.093904572431384, 38.01575892784389, 56.07229274147389]",metrics_H-FK61_C37-35.txt,Results\metrics_H-FK61_C37-35.txt,18.72178245448616,38.093904572431384,38.01575892784389,56.07229274147389
H-FK61,E-F1,-20.62,-9.03,13.65,13.73,9127.19369,-2.17144e-05,39.54,20.29,88.032586,45.175613,"[21.211877634134147, 34.498977110141055, 35.248109037579724, 55.047326688953845]",metrics_H-FK61_E-F1.txt,Results\metrics_H-FK61_E-F1.txt,21.211877634134147,34.498977110141055,35.248109037579724,55.047326688953845
H-FK61,E-F3,-16.65,-10.23,4.96,16.35,9127.200657,6.56107e-06,41.02,20.17,91.330231,44.910632,"[25.203359869027093, 41.118892189136844, 41.509339183622934, 46.56713380370968]",metrics_H-FK61_E-F3.txt,Results\metrics_H-FK61_E-F3.txt,25.203359869027093,41.118892189136844,41.509339183622934,46.56713380370968
H-FK61,F11,-21.23,-9.01,14.32,14.15,9127.191713,-2.72787e-05,40.23,23.07,89.565918,51.35919,"[27.417948354233545, 44.47744144622555, 44.479977111981526, 63.31812018025984]",metrics_H-FK61_F11.txt,Results\metrics_H-FK61_F11.txt,27.417948354233545,44.47744144622555,44.479977111981526,63.31812018025984
H-FK61,F14HT,-15.21,-9.79,4.38,17.85,9127.186766,2.96585e-06,36.21,21.16,80.617912,47.106357,"[29.735481280584757, 46.75268846380496, 46.81183531937761, 58.47940561837127]",metrics_H-FK61_F14HT.txt,Results\metrics_H-FK61_F14HT.txt,29.735481280584757,46.75268846380496,46.81183531937761,58.47940561837127
H-FK61,F2HT,-21.39,-9.0,14.5,14.71,9127.191109,-2.38392e-05,42.0,20.91,93.522801,46.552781,"[23.63231404184769, 35.59770196637456, 35.055954482249206, 54.09017822729499]",metrics_H-FK61_F2HT.txt,Results\metrics_H-FK61_F2HT.txt,23.63231404184769,35.59770196637456,35.055954482249206,54.09017822729499
H-FK61,F3,-19.8,-8.77,12.89,15.18,9127.203687,-2.01769e-05,41.66,20.43,92.755017,45.494092,"[24.519182789672783, 35.648887785363144, 34.570510305743184, 48.31833623096378]",metrics_H-FK61_F3.txt,Results\metrics_H-FK61_F3.txt,24.519182789672783,35.648887785363144,34.570510305743184,48.31833623096378
H-FK61,F8,-16.81,-10.07,5.59,19.43,9127.185441,6.54179e-06,50.3,23.06,111.999907,51.34682,"[35.91351951445532, 42.55283112641077, 42.62663701896665, 43.66393431356886]",metrics_H-FK61_F8.txt,Results\metrics_H-FK61_F8.txt,35.91351951445532,42.55283112641077,42.62663701896665,43.66393431356886
H-FK61,F8HT,-16.81,-10.08,5.58,19.38,9127.18544,3.66659e-06,45.49,22.26,101.298371,49.572996,"[34.04967031611328, 44.41972616087366, 44.29390716479094, 48.07029724367146]",metrics_H-FK61_F8HT.txt,Results\metrics_H-FK61_F8HT.txt,34.04967031611328,44.41972616087366,44.29390716479094,48.07029724367146
H-FK61,LZ_F1,-16.66,-10.3,5.08,16.17,9127.194347,2.23139e-06,39.45,20.63,87.849547,45.939851,"[20.678250859867482, 45.19328944459009, 45.17304764920548, 53.48217141221312]",metrics_H-FK61_LZ_F1.txt,Results\metrics_H-FK61_LZ_F1.txt,20.678250859867482,45.19328944459009,45.17304764920548,53.48217141221312
H-FK61,LZ_F8,-20.91,-9.04,13.93,13.67,9127.19328,-2.5014e-05,39.78,21.3,88.569741,47.424286,"[25.79812619196134, 38.7449258004419, 38.73065443808812, 58.38010401210869]",metrics_H-FK61_LZ_F8.txt,Results\metrics_H-FK61_LZ_F8.txt,25.79812619196134,38.7449258004419,38.73065443808812,58.38010401210869
H-FK61,PBM11,-21.27,-9.01,14.35,14.05,9127.19171,-2.7342e-05,40.4,23.18,89.952806,51.615646,"[28.04839904324227, 44.977492572862005, 44.43454433137397, 63.83407756202886]",metrics_H-FK61_PBM11.txt,Results\metrics_H-FK61_PBM11.txt,28.04839904324227,44.977492572862005,44.43454433137397,63.83407756202886
H-FK61,PBM18Y,-17.14,-9.96,5.6,18.84,9127.206006,3.84877e-06,44.12,21.53,98.228977,47.929414,"[33.52096974269513, 43.098727507717186, 43.27370778023428, 45.134787413039916]",metrics_H-FK61_PBM18Y.txt,Results\metrics_H-FK61_PBM18Y.txt,33.52096974269513,43.098727507717186,43.27370778023428,45.134787413039916
H-FK61,PBM2Y,-21.4,-9.0,14.51,14.58,9127.191125,-2.41604e-05,41.75,20.94,92.96246,46.621002,"[23.25233808976511, 35.880059853457674, 34.395481223773054, 55.02173176118592]",metrics_H-FK61_PBM2Y.txt,Results\metrics_H-FK61_PBM2Y.txt,23.25233808976511,35.880059853457674,34.395481223773054,55.02173176118592
H-FK61,PBM3,-16.65,-10.23,4.96,16.34,9127.200657,3.28528e-06,39.66,20.4,88.296982,45.424369,"[21.727751575103753, 44.59619128196876, 44.756501340615074, 52.08569203060098]",metrics_H-FK61_PBM3.txt,Results\metrics_H-FK61_PBM3.txt,21.727751575103753,44.59619128196876,44.756501340615074,52.08569203060098
H-FK61,PBM8Y,-16.82,-10.07,5.6,19.48,9127.185435,3.81374e-06,46.29,22.44,103.061096,49.957567,"[34.45906230301521, 44.80520739995357, 45.00901655653013, 48.08016552116643]",metrics_H-FK61_PBM8Y.txt,Results\metrics_H-FK61_PBM8Y.txt,34.45906230301521,44.80520739995357,45.00901655653013,48.08016552116643
H-FK61,SF7,-8.45,-9.88,-1.71,12.09,9127.197635,7.43369e-06,38.08,22.79,84.787831,50.741532,"[6.273055314810705, 50.242173632317275, 49.76198890504708, 74.51818263492402]",metrics_H-FK61_SF7.txt,Results\metrics_H-FK61_SF7.txt,6.273055314810705,50.242173632317275,49.76198890504708,74.51818263492402
IRG9,ADF355,-15.87,-7.82,4.36,-33.79,9127.20917,-1.97925e-05,213.94,120.37,476.371448,268.029064,"[104.15552677658265, 203.84798570959157, 207.62864262590818, 299.79129566523955]",metrics_IRG9_ADF355.txt,Results\metrics_IRG9_ADF355.txt,104.15552677658265,203.84798570959157,207.62864262590818,299.79129566523955
IRG9,BAFD1,-14.57,-7.05,3.94,-32.26,9127.193679,-2.40042e-05,212.42,120.51,472.974781,268.325627,"[103.47831484681629, 198.2112278884305, 204.29392709241355, 287.47016008695414]",metrics_IRG9_BAFD1.txt,Results\metrics_IRG9_BAFD1.txt,103.47831484681629,198.2112278884305,204.29392709241355,287.47016008695414
